locId,locName,countryCode,subnational1Code,subnational2Code,lat,lng,latestObsDt,numSpeciesAllTime
L5756646,"Cotswold Water Park--Pits 28, 29, 30",GB,GB-ENG,GB-ENG-WIL,51.6546115,-1.9488716,2022-01-18 08:26,80
L4180140,Cotswold Water Park--Shorncote Reedbeds NR,GB,GB-ENG,GB-ENG-GLS,51.669423,-1.9516826,2022-01-16 08:17,106
L3743520,Cotswold Water Park--Whelford Pools GWT NR,GB,GB-ENG,GB-ENG-GLS,51.6942945,-1.7501496,2022-03-05 13:07,87
L6314789,Cotswold Wildlife Park,GB,GB-ENG,GB-ENG-OXF,51.7739332,-1.654231,2022-02-28 17:20,51
L11563496,Cott (Shetland),GB,GB-SCT,GB-SCT-ZET,60.2278943,-1.3172088,2021-10-10 13:00,9
L8101611,Cottam Lakes,GB,GB-ENG,GB-ENG-NTT,53.29445,-0.753708,2021-12-26 14:02,94
L3790495,Cottascarth and Rendall Moss RSPB Reserve,GB,GB-SCT,GB-SCT-ORK,59.0576137,-3.1062641,2021-09-25 14:45,50
L5424362,Cottenham Long Drove,GB,GB-ENG,GB-ENG-CAM,52.3024812,0.172708,2022-03-05 14:50,115
L12105359,Cottons Park,GB,GB-ENG,GB-ENG-LND,51.5756279,0.1735571,NA,NA
L11468101,Cotwall End LNR,GB,GB-ENG,GB-ENG-SAW,52.528738,-2.1324823,2020-10-12 10:01,53
L11608588,Coughton Court (NT),GB,GB-ENG,GB-ENG-WAR,52.2437263,-1.8793488,2021-04-21 12:07,59
L11185638,Coulin,GB,GB-SCT,GB-SCT-HLD,57.5391926,-5.3159482,1984-06-03 00:00,22
L12105360,Coulsdon,GB,GB-ENG,GB-ENG-LND,51.3175137,-0.1400749,2022-02-02 11:13,1
L15138917,Coulthard Park,GB,GB-ENG,GB-ENG-GAT,54.9512341,-1.4023334,2022-01-18 10:50,23
L5441181,Countess of Chester Country Park,GB,GB-ENG,GB-ENG-CHS,53.2114399,-2.9054224,2022-01-07 10:16,54
L5949220,Countryside Restoration Trust,GB,GB-ENG,GB-ENG-CAM,52.1753177,0.0563264,2019-01-11 10:29,53
L5123514,Coursers Road,GB,GB-ENG,GB-ENG-HRT,51.7234369,-0.2683983,2022-03-04 14:20,77
L14093958,Coursers Road--Sand and Gravel Extraction Pits,GB,GB-ENG,GB-ENG-HRT,51.7236983,-0.2634748,2022-03-04 14:40,62
L12333540,Courtstairs Park,GB,GB-ENG,GB-ENG-KEN,51.3269736,1.4003669,2020-09-20 15:00,21
L15285888,Courtyard by Marriott London Heathrow,GB,GB-ENG,GB-ENG-LND,51.4812309,-0.4325639,2022-02-09 06:00,32
L6182243,Cove Harbour,GB,GB-SCT,GB-SCT-SCB,55.9382741,-2.3480809,2022-01-15 13:57,51
L10572930,Cove Quarry,GB,GB-ENG,GB-ENG-LIN,53.4965657,-0.8924716,2022-02-05 18:31,14
L11668455,Covean,GB,GB-ENG,GB-ENG-CON,49.8916638,-6.3389566,2020-10-25 07:58,49
L4645799,Covehithe,GB,GB-ENG,GB-ENG-SFK,52.3710807,1.7060137,2021-10-15 09:00,175
L12696309,Covenanters Wood,GB,GB-SCT,GB-SCT-EDH,55.9023509,-3.2464157,2022-02-16 10:44,13
L1277022,Covenham Reservoir,GB,GB-ENG,GB-ENG-LIN,53.4438994,0.0247192,2022-02-22 14:00,156
L12105366,Covent Garden (LBC District),GB,GB-ENG,GB-ENG-LND,51.5114904,-0.1220946,2022-02-10 12:05,2
L14941927,Coventry Airport,GB,GB-ENG,GB-ENG-WAR,52.365372,-1.4796655,2021-08-07 00:00,49
L16946045,Coverack,GB,GB-ENG,GB-ENG-CON,50.0251045,-5.0973511,2022-02-20 10:10,74
L8391636,Coverdale Crescent,GB,GB-ENG,GB-ENG-MAN,53.467928,-2.2122522,2021-11-04 16:14,33
L11383700,Covert Way LNR,GB,GB-ENG,GB-ENG-LND,51.661178,-0.1722821,2020-06-12 14:15,12
L4102207,Cow Green Reservoir,GB,GB-ENG,GB-ENG-CMA,54.6671486,-2.3061419,2021-12-30 00:00,45
L6955771,Cow Tower,GB,GB-ENG,GB-ENG-NFK,52.634287,1.3082421,2021-11-19 15:55,45
L9979748,Cowal Peninsula,GB,GB-SCT,GB-SCT-AGB,56.0665004,-5.0844578,2022-01-29 15:29,134
L3134928,Coward's Marsh,GB,GB-ENG,GB-ENG-DOR,50.7552564,-1.7859864,2022-02-14 07:06,99
L12610610,Cowbridge Town Park and Woods,GB,GB-WLS,GB-WLS-VGL,51.459844,-3.449166,2022-01-01 14:48,40
L13965549,Cowcroft Wood BBOWT NR,GB,GB-ENG,GB-ENG-BKM,51.7051545,-0.5770171,2022-01-28 12:16,21
L11330669,Cowdray Forest,GB,GB-ENG,GB-ENG-WSX,51.0831155,-0.1368798,2022-02-28 09:22,53
L11554293,Cowleaze Wood,GB,GB-ENG,GB-ENG-OXF,51.6540191,-0.9503189,2021-05-09 06:44,55
L5822050,Cowles Drove,GB,GB-ENG,GB-ENG-NFK,52.4554682,0.5109809,2021-05-08 07:54,77
L11829191,Cowley Lake,GB,GB-ENG,GB-ENG-BKM,51.522004,-0.4855781,NA,NA
L7950718,Cown Edge,GB,GB-ENG,GB-ENG-DBY,53.4160884,-1.9802948,2022-01-22 12:33,67
L2324208,Cowpen Bewley Woodland Park,GB,GB-ENG,GB-ENG-DUR,54.6221831,-1.254158,2022-02-26 08:39,101
L2031185,Cowpen Marsh--East of A178,GB,GB-ENG,GB-ENG-DUR,54.6183814,-1.2152338,2022-03-06 13:58,114
L16236399,Crab and Winkle Way in Whitstable,GB,GB-ENG,GB-ENG-KEN,51.3549739,1.0399697,2021-08-28 10:00,19
L5510631,Crabtree Hill,GB,GB-ENG,GB-ENG-GLS,51.8179538,-2.531147,2022-01-17 13:44,84
L9998501,Crabtree Ponds LNR,GB,GB-ENG,GB-ENG-BNS,53.4048006,-1.4578201,NA,NA
L12105373,Crabtree Wharf,GB,GB-ENG,GB-ENG-LND,51.4806844,-0.2227449,2021-12-05 13:23,16
L11561282,Crackley Wood WWT LNR and Protection Camp,GB,GB-ENG,GB-ENG-WAR,52.3644642,-1.5781913,2021-04-23 11:00,67
L3801682,Craddock Moor,GB,GB-ENG,GB-ENG-CON,50.5173343,-4.4730663,2017-08-06 12:30,47
L11740139,Cradge Bank,GB,GB-ENG,GB-ENG-LIN,52.735877,-0.147821,2021-12-05 15:05,49
L2320046,Crag Hill Farm,GB,GB-ENG,GB-ENG-WKF,53.8673202,-1.6284174,2013-08-05 14:20,1
L6358828,Cragside (NT),GB,GB-ENG,GB-ENG-NBL,55.3130721,-1.8870354,2021-05-31 16:16,61
L11551400,Craig Dunain,GB,GB-SCT,GB-SCT-HLD,57.463244,-4.291896,2020-11-03 13:30,55
L11371230,Craig Phadrig,GB,GB-SCT,GB-SCT-HLD,57.4769426,-4.2702913,2020-05-16 16:30,20
L2891015,Craig yr Aderyn SSSI,GB,GB-WLS,GB-WLS-GWN,52.6426348,-4.0054607,2021-04-26 17:29,53
L5646982,Craig-y-Cilau NNR,GB,GB-WLS,GB-WLS-POW,51.8371973,-3.173461,2019-06-13 15:10,33
L9352325,Craigavon Lakes,GB,GB-NIR,GB-NIR-ARM,54.4589085,-6.3785862,2021-07-17 20:20,48
L6028873,Craigellachie NNR,GB,GB-SCT,GB-SCT-HLD,57.1877701,-3.8384771,2022-01-30 14:15,82
L2146377,Craigengillan,GB,GB-SCT,GB-SCT-EAY,55.2957335,-4.3995094,2021-06-02 10:54,61
L9536608,Craighouse (Village),GB,GB-SCT,GB-SCT-AGB,55.832603,-5.950219,2022-02-15 10:25,37
L7560315,Craigievar Castle (NTS),GB,GB-SCT,GB-SCT-ABD,57.1745685,-2.7183384,2019-10-30 12:20,31
L4650582,Craigleith Island,GB,GB-SCT,GB-SCT-ELN,56.0733944,-2.7196741,2021-07-14 12:45,30
L3215547,Craigluscar Compensation Reservoir,GB,GB-SCT,GB-SCT-FIF,56.0971015,-3.50775,2021-10-10 10:38,47
L2929165,Craigmill Den,GB,GB-SCT,GB-SCT-ANS,56.5098982,-2.6862001,2021-02-14 20:54,31
L13211589,Craigmillar Castle Park,GB,GB-SCT,GB-SCT-EDH,55.92653,-3.1425881,2022-02-26 11:38,38
L5787078,Craignure and Southern Mull,GB,GB-SCT,GB-SCT-AGB,56.4668325,-5.699192,2022-02-19 10:40,120
L1633774,Craigtoun Country Park,GB,GB-SCT,GB-SCT-FIF,56.3176863,-2.839856,2021-07-26 10:18,51
L4911761,Crail Harbour and Shore,GB,GB-SCT,GB-SCT-FIF,56.2574369,-2.6272613,2022-01-30 14:06,88
L13175162,Cramond Island,GB,GB-SCT,GB-SCT-EDH,55.9929519,-3.290017,2022-03-06 10:00,109
L8206705,Cranberry Rough and Poor's Piece,GB,GB-ENG,GB-ENG-NFK,52.5021723,0.8516671,2022-01-07 14:40,95
L2696759,Cranborne (village),GB,GB-ENG,GB-ENG-DOR,50.9190519,-1.922307,2022-01-03 09:26,88
L14941791,Cranborne Common,GB,GB-ENG,GB-ENG-DOR,50.9025933,-1.8511926,2021-06-28 14:00,29
L12105374,Crane Meadows,GB,GB-ENG,GB-ENG-LND,51.4717085,-0.4117396,NA,NA
L11632203,Crane Park,GB,GB-ENG,GB-ENG-LND,51.443248,-0.3753679,2022-02-11 15:00,43
L6270943,Cranebank LNR,GB,GB-ENG,GB-ENG-LND,51.473771,-0.414711,2021-05-15 08:57,32
L12105376,Cranford (LBC District),GB,GB-ENG,GB-ENG-LND,51.476164,-0.4087045,2021-10-11 00:00,3
L939890,Cranford Park,GB,GB-ENG,GB-ENG-LND,51.4854451,-0.4163218,2021-05-02 06:00,62
L12105378,Cranham (LBC District),GB,GB-ENG,GB-ENG-LND,51.5656518,0.2726564,2022-02-06 10:19,4
L12106977,Cranham Brickfields LNR,GB,GB-ENG,GB-ENG-LND,51.5636751,0.2763748,2022-02-22 13:57,33
L12105379,Cranham Golf Course,GB,GB-ENG,GB-ENG-LND,51.5573125,0.2852263,NA,NA
L12105454,Cranham Hall,GB,GB-ENG,GB-ENG-LND,51.5522576,0.2676604,NA,NA
L12105381,Cranham Marsh LNR,GB,GB-ENG,GB-ENG-LND,51.5473056,0.2606922,2022-02-22 15:19,33
L17109867,Cranleigh STW,GB,GB-ENG,GB-ENG-SRY,51.1447128,-0.513011,2021-12-17 09:31,40
L12105382,Cranley Gardens,GB,GB-ENG,GB-ENG-LND,51.5846123,-0.1392919,2021-02-11 10:15,10
L15408728,Cranwich Camp SSSI,GB,GB-ENG,GB-ENG-NFK,52.5167698,0.6132434,2021-06-15 16:36,3
L10845381,Craobh Haven,GB,GB-SCT,GB-SCT-AGB,56.2099987,-5.5611781,2022-02-19 10:10,58
L2197322,Craster,GB,GB-ENG,GB-ENG-NBL,55.4724283,-1.5928731,2022-02-06 11:15,143
L7559880,Crathes Castle,GB,GB-SCT,GB-SCT-ABD,57.0610135,-2.4396837,2021-06-12 15:35,43
L7970517,Crawfordsburn Country Park,GB,GB-NIR,GB-NIR-DOW,54.6653102,-5.7275464,2022-01-02 11:50,33
L12105383,Crayford (LBC District),GB,GB-ENG,GB-ENG-LND,51.4486845,0.1804762,NA,NA
L4629082,Crayford Marshes,GB,GB-ENG,GB-ENG-LND,51.4740058,0.2076352,2022-03-01 14:10,113
L12105385,Crayford Ness,GB,GB-ENG,GB-ENG-LND,51.4822366,0.2137671,NA,NA
L12105387,Crayford Rough,GB,GB-ENG,GB-ENG-LND,51.4469944,0.1746382,NA,NA
L6359915,Creag Meagaidh NNR,GB,GB-SCT,GB-SCT-HLD,56.9542777,-4.5018411,2021-11-10 12:00,83
L6489904,Creagile,GB,GB-SCT,GB-SCT-HLD,57.5846783,-6.39135,2018-08-10 14:36,19
L5857353,Cream o' Galloway Nature Trails,GB,GB-SCT,GB-SCT-DGY,54.8399344,-4.1837747,2021-05-30 10:38,36
L14360470,Creech Heath ARCT NR,GB,GB-ENG,GB-ENG-DOR,50.6556883,-2.1050513,2020-05-09 00:00,5
L8225407,Creedy Lakes (Restricted Access),GB,GB-ENG,GB-ENG-DEV,50.801263,-3.646703,2010-05-10 00:00,5
L11473674,Creekmoor Ponds NR,GB,GB-ENG,GB-ENG-DOR,50.7447171,-2.0042292,2021-03-05 17:30,42
L12105389,Creekside Park,GB,GB-ENG,GB-ENG-LND,51.5149121,0.1000315,NA,NA
L9360689,Cremers Meadow,GB,GB-ENG,GB-ENG-NFK,52.625984,1.445502,2021-07-23 17:24,36
L12105390,Cremorne Gardens,GB,GB-ENG,GB-ENG-LND,51.4796222,-0.1785202,2021-11-11 09:00,40
L11028995,Cressage Bridge,GB,GB-ENG,GB-ENG-SHR,52.6367787,-2.6015782,2022-02-28 08:45,102
L10418177,Cressbrook Dale NR,GB,GB-ENG,GB-ENG-DBY,53.2565623,-1.7315582,2022-01-26 14:30,54
L2329324,Cresswell (Village),GB,GB-ENG,GB-ENG-NBL,55.2355497,-1.5387887,2022-02-06 11:29,131
L1245278,Cresswell Pond NWT NR,GB,GB-ENG,GB-ENG-NBL,55.2421392,-1.5555954,2022-03-03 15:43,218
L4994823,Creswell Crags,GB,GB-ENG,GB-ENG-DBY,53.2634748,-1.1949285,2020-01-01 13:30,44
L9836733,Creteway Down,GB,GB-ENG,GB-ENG-KEN,51.0967119,1.1896952,2021-07-25 11:00,52
L13801875,Crew's Hole Woodland,GB,GB-ENG,GB-ENG-BST,51.4563635,-2.5392041,2021-12-09 09:14,67
L12105391,Crews Hill,GB,GB-ENG,GB-ENG-LND,51.6829418,-0.1019868,NA,NA
L11285110,Criccieth Castle and Headland,GB,GB-WLS,GB-WLS-GWN,52.9157793,-4.2324129,2022-01-03 12:14,68
L5194453,Crich  Chase SSSI,GB,GB-ENG,GB-ENG-DBY,53.070231,-1.4849353,2021-08-12 20:52,30
L5689362,Crichness,GB,GB-SCT,GB-SCT-SCB,55.8876932,-2.508383,2009-05-06 00:00,13
L12105392,Cricklewood,GB,GB-ENG,GB-ENG-LND,51.556053,-0.2111517,NA,NA
L11537232,Crickley Hill Country Park,GB,GB-ENG,GB-ENG-GLS,51.8451889,-2.1049671,2022-01-09 08:00,42
L11907893,Crimdon Dene,GB,GB-ENG,GB-ENG-DUR,54.7229247,-1.2444618,2021-10-23 15:51,57
L14381102,Crimsworth Dean,GB,GB-ENG,GB-ENG-WKF,53.7663179,-2.0190535,NA,NA
L8300818,Crinan Canal near Crinan,GB,GB-SCT,GB-SCT-AGB,56.0817775,-5.5516704,2021-08-12 13:00,49
L7173162,Cringle Park,GB,GB-ENG,GB-ENG-MAN,53.4364734,-2.1909517,2020-06-08 13:30,28
L13708254,Cringleford Marsh,GB,GB-ENG,GB-ENG-NFK,52.6148356,1.2434365,2022-02-10 16:17,65
L10094993,Critchill Manor Estate,GB,GB-ENG,GB-ENG-SOM,51.2241376,-2.3545546,2019-10-27 10:00,19
L9578408,Croachy,GB,GB-SCT,GB-SCT-HLD,57.310382,-4.257409,2021-11-01 11:40,37
L11458403,Croft (Village),GB,GB-ENG,GB-ENG-LIN,53.1327567,0.255189,2020-05-15 05:40,9
L8588455,Croft Castle and Parkland (NT),GB,GB-ENG,GB-ENG-HEF,52.2848474,-2.8095359,2021-06-26 11:29,69
L3303222,Croft Farm Waterpark,GB,GB-ENG,GB-ENG-GLS,52.015652,-2.1367722,2010-03-14 00:00,22
L4020253,Croft Hill,GB,GB-ENG,GB-ENG-LEC,52.5663472,-1.2503171,NA,NA
L4681140,Crofton Pumping Station,GB,GB-ENG,GB-ENG-WIL,51.3589921,-1.6262045999999999,2021-06-16 11:44,12
L12105394,Crofton Woods,GB,GB-ENG,GB-ENG-LND,51.3743338,0.0648494,NA,NA
L12105396,Croham Hurst Golf Course,GB,GB-ENG,GB-ENG-LND,51.3542911,-0.075618,2021-01-01 10:10,24
L9198322,Croham Hurst Woods,GB,GB-ENG,GB-ENG-LND,51.3525675,-0.0804663,2022-02-28 07:30,25
L5754776,Crom Estate (NT),GB,GB-NIR,GB-NIR-FER,54.1690553,-7.4410486,2018-07-14 10:15,36
L5580516,Cromarty,GB,GB-SCT,GB-SCT-HLD,57.6827525,-4.0372868,2022-02-20 14:02,102
L16319317,Cromarty Bridge,GB,GB-SCT,GB-SCT-HLD,57.618247,-4.3627699,2021-09-14 10:30,32
L12436556,Cromdale and Balmenach,GB,GB-SCT,GB-SCT-HLD,57.3268645,-3.5333292,2021-09-07 13:16,53
L6697292,Cromer Golf Course,GB,GB-ENG,GB-ENG-NFK,52.920075,1.3235682,2022-03-06 09:44,136
L1309355,Cromer Lighthouse,GB,GB-ENG,GB-ENG-NFK,52.9254243,1.3164926,2021-10-17 09:56,103
L1309354,Cromer Seafront,GB,GB-ENG,GB-ENG-NFK,52.9335343,1.2987899999999999,2022-02-28 14:17,143
L12702404,Cromford Canal,GB,GB-ENG,GB-ENG-DBY,53.1039399,-1.5421636,2022-01-26 00:00,58
L1833430,Cromford Wharf,GB,GB-ENG,GB-ENG-DBY,53.1094641,-1.5530359,2022-02-05 08:41,75
L2578311,Cromwell Bottom NR,GB,GB-ENG,GB-ENG-WKF,53.6967238,-1.8107593,2022-02-26 14:47,102
L12757628,Cronker Plantation,GB,GB-ENG,GB-ENG-LAN,53.763534,-2.3271031,2021-05-23 11:56,40
L9759227,Crook of Baldoon,GB,GB-SCT,GB-SCT-DGY,54.8506053,-4.4237638,2022-02-27 15:20,67
L8086077,Crooke Lane Pools,GB,GB-ENG,GB-ENG-DEV,50.7943058,-3.8700992,2018-08-15 00:00,1
L4153208,Crookes Valley Park,GB,GB-ENG,GB-ENG-BNS,53.3832866,-1.492703,2022-03-03 15:00,49
L4623712,Crookfoot Reservoir,GB,GB-ENG,GB-ENG-DUR,54.6738851,-1.3327038,2011-09-25 00:00,23
L9345516,Crooksbury Common,GB,GB-ENG,GB-ENG-SRY,51.2004494,-0.7234346,2022-02-07 20:44,71
L9465289,Crookston Cycle Path--Crookston Road to Ben Nevis Road,GB,GB-SCT,GB-SCT-GLG,55.8383126,-4.3693437,2019-11-12 12:40,33
L8697575,Croome Park (NT),GB,GB-ENG,GB-ENG-WOR,52.10296,-2.1683774,2022-02-10 12:30,66
L1479668,Cropston Reservoir,GB,GB-ENG,GB-ENG-LEC,52.6946827,-1.1915495,2021-10-15 09:30,148
L6584501,Crosby Beach,GB,GB-ENG,GB-ENG-KWL,53.4772943,-3.042376,2021-09-28 13:45,88
L6584661,Crosby Coastal Park,GB,GB-ENG,GB-ENG-KWL,53.4758001,-3.03846,2021-11-27 09:30,98
L6584621,Crosby Coastal Park--Boating Lake,GB,GB-ENG,GB-ENG-KWL,53.4740505,-3.0355632,2022-02-21 16:30,57
L2368674,Crosby Coastal Park--Marine Lake,GB,GB-ENG,GB-ENG-KWL,53.4710261,-3.0346727,2022-03-03 13:09,104
L13422807,Crose Mere,GB,GB-ENG,GB-ENG-SHR,52.8695473,-2.8471199,2018-02-05 14:00,23
L8621916,Cross Inn Forest--South,GB,GB-WLS,GB-WLS-CGN,52.2563008,-4.1270241,2021-07-21 06:34,38
L15273193,Crosskirk,GB,GB-SCT,GB-SCT-HLD,58.6031366,-3.6700263,2021-06-04 14:50,20
L11018321,Crossmoor Lane,GB,GB-ENG,GB-ENG-NYK,54.0284578,-1.073355,2022-02-18 08:53,81
L3341477,Crossness Sewage Works and LNR,GB,GB-ENG,GB-ENG-LND,51.5048319,0.1481009,2022-03-04 14:58,145
L12105398,Crossness Southern Marsh,GB,GB-ENG,GB-ENG-LND,51.4998038,0.1396852,2022-01-12 10:00,59
L12105399,Crossway Lake NR,GB,GB-ENG,GB-ENG-LND,51.5101337,0.1156665,NA,NA
L11612095,Crostwick Marsh SSSI,GB,GB-ENG,GB-ENG-NFK,52.7001122,1.3469195,2021-10-09 11:25,47
L12105400,Crouch End (LBC District),GB,GB-ENG,GB-ENG-LND,51.5799116,-0.1264924,2021-06-15 13:11,28
L12105401,Crouch End Recreation Ground,GB,GB-ENG,GB-ENG-LND,51.5763857,-0.1309676,NA,NA
L11338592,Crow Park,GB,GB-ENG,GB-ENG-CMA,54.5964886,-3.1435919,2022-03-06 12:43,16
L11015515,Crowcombe Heathfield,GB,GB-ENG,GB-ENG-SOM,51.1030666,-3.2459229,2020-12-31 14:15,46
L7173166,Crowcroft Park,GB,GB-ENG,GB-ENG-MAN,53.4523912,-2.1925825,2018-12-17 10:18,22
L7146837,Crowden,GB,GB-ENG,GB-ENG-DBY,53.4963815,-1.8985391,2022-01-01 13:24,100
L1290850,Crowdy Reservoir ,GB,GB-ENG,GB-ENG-CON,50.6233669,-4.6207724,2021-11-02 14:30,76
L17037682,Crowhurst Farmland,GB,GB-ENG,GB-ENG-SRY,51.229427,-0.0117584,2021-12-05 08:51,11
L11334247,Crown Lakes Country Park,GB,GB-ENG,GB-ENG-CAM,52.5351552,-0.2385028,2022-02-01 07:18,20
L13894927,Crowne Plaza Marlow Lake,GB,GB-ENG,GB-ENG-BKM,51.5728126,-0.7554965,2021-03-01 14:00,19
L12934781,Crowsley Park and Woods,GB,GB-ENG,GB-ENG-OXF,51.5138904,-0.9425138,1971-06-30 00:00,19
L4258381,Crowthorne Wood,GB,GB-ENG,GB-ENG-BRC,51.3809249,-0.7676911,2021-07-02 20:30,41
L7767773,Crowthorne Wood--West Side and Ponds,GB,GB-ENG,GB-ENG-BRC,51.376176,-0.7765515,2021-12-30 13:55,30
L11240260,Crowtrees LNR,GB,GB-ENG,GB-ENG-DUR,54.7320144,-1.4868373,2021-01-30 16:05,65
L6140585,Croxall Lakes SWT NR,GB,GB-ENG,GB-ENG-STS,52.7224868,-1.7215906,2022-03-05 11:06,107
L5914648,Croxby Pond,GB,GB-ENG,GB-ENG-LIN,53.4808954,-0.1955652,2021-01-17 14:01,16
L12842792,Croxdale Hall,GB,GB-ENG,GB-ENG-DUR,54.7351526,-1.5765002,2021-01-24 12:48,44
L4622394,Croxley Common Moor LNR,GB,GB-ENG,GB-ENG-HRT,51.6423114,-0.4390347,2022-02-07 15:45,99
L8080852,Croxley Green,GB,GB-ENG,GB-ENG-HRT,51.653012,-0.454414,2021-04-04 16:40,60
L11829207,Croxley Hall Gravel Pits,GB,GB-ENG,GB-ENG-HRT,51.6380594,-0.4581109,2021-08-10 07:00,59
L11786026,Croxteth Hall and Country Park LNR,GB,GB-ENG,GB-ENG-KWL,53.4458138,-2.8912355,NA,NA
L11782512,Croxteth Hall and Country Park LNR--East to M57,GB,GB-ENG,GB-ENG-KWL,53.4476819,-2.8692276,2021-05-15 08:00,96
L12105406,Croydon (LBC District),GB,GB-ENG,GB-ENG-LND,51.3725689,-0.0961723,NA,NA
L12105407,Croydon Crematorium,GB,GB-ENG,GB-ENG-LND,51.392783,-0.1226475,NA,NA
L4546541,Cruden Bay,GB,GB-SCT,GB-SCT-ABD,57.4168326,-1.8475369,2021-06-22 10:06,88
L12427629,Cruetoun,GB,GB-SCT,GB-SCT-ZET,60.1605984,-1.1095552,2020-10-08 16:00,25
L8035142,Cruickshank Botanic Garden,GB,GB-SCT,GB-SCT-ABE,57.1678045,-2.1052804,2022-01-08 11:41,35
L6471629,Crummock Water,GB,GB-ENG,GB-ENG-CMA,54.557267,-3.3039343,2022-02-23 14:07,56
L14882763,Cryfield Grange Rd,GB,GB-ENG,GB-ENG-WAR,52.3704438,-1.5681712,2022-02-11 10:54,67
L5497371,Crymlyn Bog NNR,GB,GB-WLS,GB-WLS-SWA,51.6322552,-3.8976198,2021-09-23 15:51,63
L13214046,Crymlyn Bog--Marcroft,GB,GB-WLS,GB-WLS-SWA,51.6237767,-3.9000064,2021-11-04 09:26,45
L4026088,Crystal Palace Park,GB,GB-ENG,GB-ENG-LND,51.4216077,-0.0699413,2022-02-26 11:00,72
L14407361,Crystal Palace Park--Lower Lake,GB,GB-ENG,GB-ENG-LND,51.4178708,-0.0660467,2022-02-09 09:34,43
L15656810,Crystal Palace Residential Areas,GB,GB-ENG,GB-ENG-LND,51.4215081,-0.0803746,2021-07-19 15:10,14
L11899361,Cubbington Woods and Save Cubbington Woods Camp,GB,GB-ENG,GB-ENG-WAR,52.3153918,-1.4854107,2020-08-04 16:35,46
L13450963,Cucknells Wood SWT NR,GB,GB-ENG,GB-ENG-SRY,51.178186,-0.514197,2021-02-13 12:30,25
L12105410,Cuddington Golf Course,GB,GB-ENG,GB-ENG-LND,51.3375956,-0.2167985,NA,NA
L12105411,Cudham (LBC District),GB,GB-ENG,GB-ENG-LND,51.3165893,0.0751722,NA,NA
L1530129,Cudmore Grove Country Park,GB,GB-ENG,GB-ENG-ESS,51.7932003,0.9957187,2022-01-28 10:15,135
L15315912,Culag Woods,GB,GB-SCT,GB-SCT-HLD,58.1429313,-5.2452272,2021-06-11 13:50,9
L3183310,Culbin Forest,GB,GB-SCT,GB-SCT-MRY,57.6304908,-3.7147808,2022-02-07 11:00,97
L1632740,Culbin Sands RSPB Reserve,GB,GB-SCT,GB-SCT-HLD,57.5984617,-3.8334529,2022-01-10 13:45,116
L14727570,Culbokie Wood,GB,GB-SCT,GB-SCT-HLD,57.6002086,-4.3242608,2021-12-05 19:00,14
L3965980,Culdrose Airfield (no access-view from outside),GB,GB-ENG,GB-ENG-CON,50.0851443,-5.2535677,2021-02-06 12:19,28
L7944153,Culkein,GB,GB-SCT,GB-SCT-HLD,58.2428888,-5.3450204,2021-05-05 15:27,34
L11185401,Cullachie,GB,GB-SCT,GB-SCT-HLD,57.2617106,-3.7041109,1984-06-01 00:00,24
L9251651,Cullen Harbour and Shore,GB,GB-SCT,GB-SCT-MRY,57.693794,-2.8220859,2021-09-27 14:10,26
L8081725,Cullercoats Shore,GB,GB-ENG,GB-ENG-GAT,55.0324068,-1.4297221,2022-03-06 12:15,65
L9912971,Cullernose Point,GB,GB-ENG,GB-ENG-NBL,55.46185,-1.588485,2022-03-06 12:30,96
L3788712,Culloden Battlefield,GB,GB-SCT,GB-SCT-HLD,57.478027,-4.0948491,2022-01-22 15:47,99
L9280186,Culloden Woods,GB,GB-SCT,GB-SCT-HLD,57.4884517,-4.1143501,2021-10-18 16:30,50
L5783251,Cullybackey (village),GB,GB-NIR,GB-NIR-ANT,54.8887034,-6.3533592,2020-10-17 09:56,26
L12996581,Culross Pier,GB,GB-SCT,GB-SCT-FIF,56.053635,-3.6318827,2022-03-05 16:18,43
L12698132,Culswick,GB,GB-SCT,GB-SCT-ZET,60.1883161,-1.5107188,2021-10-10 07:45,36
L11810646,Cultmalundie Woods,GB,GB-SCT,GB-SCT-PKN,56.3734026,-3.5679119,NA,NA
L10932440,Culver Down,GB,GB-ENG,GB-ENG-IOW,50.6665424,-1.0993447,2022-02-24 16:22,83
L12105413,Culvers Island,GB,GB-ENG,GB-ENG-LND,51.3762765,-0.1592499,NA,NA
L4886922,Culverthorpe Lake,GB,GB-ENG,GB-ENG-LIN,52.9470433,-0.482583,2021-04-17 14:36,58
L1131835,Culzean Castle,GB,GB-SCT,GB-SCT-SAY,55.3543305,-4.7859192,2021-09-19 15:00,89
L2322562,Culzean Castle--Swan Pond,GB,GB-SCT,GB-SCT-SAY,55.3485406,-4.8013955,2018-06-28 17:10,15
L7833880,Culzean Castle--Walled Garden and Surrounding Woodland,GB,GB-SCT,GB-SCT-SAY,55.3507178,-4.7905808,2014-12-15 00:00,7
L12105414,Cummings Farm Reservoir,GB,GB-ENG,GB-ENG-LND,51.6211204,0.2141926,NA,NA
L12755326,Cuningar Loop,GB,GB-SCT,GB-SCT-SLK,55.8410651,-4.2010193,2021-01-18 11:18,34
L8030558,Cunsey,GB,GB-ENG,GB-ENG-CMA,54.3360021,-2.9531331,2021-11-24 13:51,17
L12759149,Cupar Muir Farmland and River Eden,GB,GB-SCT,GB-SCT-FIF,56.3054788,-3.0312708,2021-01-15 08:55,28
